epoch,train_loss,val_loss,val_mIoU,val_mDICE,val_flood_IoU,val_flood_F1,val_flood_Precision,val_flood_Recall
1,1.046140,0.815274,0.536826,0.623757,0.243446,0.386004,0.246088,0.940561
2,0.730841,0.581922,0.710738,0.781178,0.552943,0.703957,0.553819,0.996119
